"NAME10","NAMELSAD10","Evap_tavg","Qs_tavg","Rainf_f_tavg","Tair_f_tavg","file"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201003.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201003.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201003.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201003.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201003.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201003.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201003.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201003.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201003.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201003.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201003.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201003.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201003.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201003.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201003.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201003.nc4"
"Fredericksburg","Fredericksburg city",2.80290114460513e-05,1.4855799236102e-05,4.82463965454372e-05,281.713668823242,"201003.nc4"
"Stafford","Stafford County",2.82954937574686e-05,1.05518060991017e-05,4.57905000075698e-05,281.555139160156,"201003.nc4"
"Alexandria","Alexandria city",8.44658950427402e-06,1.06053623767366e-05,3.81785939680412e-05,281.310821533203,"201003.nc4"
"Loudoun","Loudoun County",9.46754096275981e-06,7.64308553395191e-06,3.34136154075774e-05,280.982727050781,"201003.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201003.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201003.nc4"
"Falls Church","Falls Church city",1.52680991050147e-06,1.07965461211279e-05,3.49420552083757e-05,281.031433105469,"201003.nc4"
"Prince William","Prince William County",1.46649304895163e-05,1.07146796608504e-05,4.19142606915557e-05,281.341842651367,"201003.nc4"
"Spotsylvania","Spotsylvania County",2.79095002042595e-05,1.70934526977362e-05,4.93401421408635e-05,281.763275146484,"201003.nc4"
"Manassas Park","Manassas Park city",2.42309306486277e-05,2.75808292826696e-06,3.30141665472183e-05,281.231384277344,"201003.nc4"
"Fairfax","Fairfax County",8.31019515127688e-06,9.13613033996323e-06,3.6567291317624e-05,281.110766092936,"201003.nc4"
"Fairfax","Fairfax city",1.63083615234427e-06,9.8444593277236e-06,3.50445025105728e-05,280.871597290039,"201003.nc4"
"Manassas","Manassas city",2.42309306486277e-05,2.75808292826696e-06,3.30141665472183e-05,281.231384277344,"201003.nc4"
"Arlington","Arlington County",1.5319591284424e-06,9.56299390963977e-06,3.44101827067789e-05,281.398559570312,"201003.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201003.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201003.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201003.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201003.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201003.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201003.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201003.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201003.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201003.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201003.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201003.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201003.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201003.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201003.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201003.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201003.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201003.nc4"
"Lancaster","Lancaster County",3.12457183705798e-05,2.14051366735172e-05,6.0194450270501e-05,281.82054901123,"201003.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201003.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201003.nc4"
"Southampton","Southampton County",3.39413078715249e-05,1.14336959692688e-05,4.87437185559732e-05,282.39023844401,"201003.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201003.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201003.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201003.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201003.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201003.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201003.nc4"
"Essex","Essex County",2.78471863046954e-05,1.53380232014959e-05,5.03749132414149e-05,281.838208879743,"201003.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201003.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201003.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201003.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201003.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201003.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201003.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201003.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201003.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201003.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201003.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201003.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201003.nc4"
"Middlesex","Middlesex County",3.09714337163314e-05,1.81850532499084e-05,5.63291623620898e-05,281.917556762695,"201003.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201003.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201003.nc4"
"King George","King George County",2.87103493974428e-05,1.24657574360754e-05,4.547004300548e-05,281.72110748291,"201003.nc4"
"Westmoreland","Westmoreland County",2.97955839414499e-05,1.68409689346542e-05,4.60937756413065e-05,281.705352783203,"201003.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201003.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201003.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201003.nc4"
"Page","Page County",NA,NA,NA,NA,"201003.nc4"
"Northumberland","Northumberland County",3.12088799546473e-05,2.56376493780408e-05,6.59883473417722e-05,281.634008789062,"201003.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201003.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201003.nc4"
"Richmond","Richmond County",3.04250372989502e-05,1.8741676935211e-05,5.68979500842813e-05,281.789690290179,"201003.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201003.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201003.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201003.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201003.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201003.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201003.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201003.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201003.nc4"
"Northampton","Northampton County",3.41287202900276e-05,1.51810692841536e-05,5.45386422648638e-05,281.622843424479,"201003.nc4"
"Accomack","Accomack County",3.33446934581099e-05,1.84319947452009e-05,6.25914802488599e-05,281.255040486654,"201003.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201004.nc4"
"Surry","Surry County",5.41611116204876e-05,4.29078613706224e-06,1.70183017189629e-05,288.548793792725,"201004.nc4"
"Hampton","Hampton city",1.95956198467684e-06,4.77990010949725e-06,1.29580002976581e-05,288.40397644043,"201004.nc4"
"Mathews","Mathews County",5.32839512743521e-05,2.87013767774624e-06,1.466799130867e-05,288.101531982422,"201004.nc4"
"Gloucester","Gloucester County",5.30500115019095e-05,2.8678693411166e-06,1.58908226239873e-05,288.188663482666,"201004.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201004.nc4"
"Isle of Wight","Isle of Wight County",4.36147851047508e-05,4.39199900979792e-06,1.2118752844496e-05,288.56601969401,"201004.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201004.nc4"
"Newport News","Newport News city",1.75481193309679e-06,5.74873502046103e-06,1.29535555970506e-05,288.395385742188,"201004.nc4"
"James City","James City County",5.4016223657527e-05,4.2829232143049e-06,1.92282905118191e-05,288.442108154297,"201004.nc4"
"Suffolk","Suffolk city",5.21004512847867e-05,5.91042908126838e-06,1.4028572877578e-05,288.563201904297,"201004.nc4"
"Poquoson","Poquoson city",NA,NA,1.25317174024531e-05,288.346099853516,"201004.nc4"
"Norfolk","Norfolk city",NA,NA,0,288.405395507812,"201004.nc4"
"York","York County",5.35541665158235e-05,3.91685202885128e-06,1.53542279804242e-05,288.325982666016,"201004.nc4"
"Williamsburg","Williamsburg city",5.38270287506748e-05,5.5555283324793e-06,1.8615572116687e-05,288.353047688802,"201004.nc4"
"Hanover","Hanover County",5.28570646045929e-05,2.17326617400561e-06,1.73531326644089e-05,288.302429199219,"201004.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201004.nc4"
"King and Queen","King and Queen County",5.09891901856463e-05,2.28316000061568e-06,1.63321687978168e-05,288.120784759521,"201004.nc4"
"Petersburg","Petersburg city",4.14540236306493e-05,4.36813292026272e-06,1.98639622794872e-05,288.69506072998,"201004.nc4"
"Henrico","Henrico County",2.84977859905666e-05,4.09732024309051e-06,1.88743347280251e-05,288.43391418457,"201004.nc4"
"King William","King William County",5.11279777128948e-05,2.1118545561194e-06,1.66645977515145e-05,288.24397277832,"201004.nc4"
"Chesterfield","Chesterfield County",4.12627048262948e-05,4.18252386680251e-06,2.07961502383114e-05,288.640739440918,"201004.nc4"
"Richmond","Richmond city",2.40991198552365e-06,5.52312076251837e-06,1.86588786164066e-05,288.443756103516,"201004.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201004.nc4"
"Colonial Heights","Colonial Heights city",3.00851643260103e-05,5.72376927721052e-06,2.01894454221474e-05,288.712066650391,"201004.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201004.nc4"
"Caroline","Caroline County",4.92179057930896e-05,3.09562499621409e-06,1.81479396945049e-05,287.981273106166,"201004.nc4"
"Sussex","Sussex County",4.88037521790829e-05,4.13742620253288e-06,1.5717044448138e-05,288.778717041016,"201004.nc4"
"Prince George","Prince George County",4.59013122053875e-05,4.57629406014348e-06,1.98329967133759e-05,288.663429260254,"201004.nc4"
"Dinwiddie","Dinwiddie County",5.1529859774746e-05,2.56078237725887e-06,1.71165320352884e-05,288.758285522461,"201004.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201004.nc4"
"Charles City","Charles City County",5.34199522614169e-05,3.45779862224542e-06,2.04698753805133e-05,288.567682902018,"201004.nc4"
"New Kent","New Kent County",5.29310207639355e-05,2.25551357289078e-06,1.70306499057915e-05,288.36435546875,"201004.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201004.nc4"
"Hopewell","Hopewell city",4.03552794523421e-05,4.76878625477184e-06,2.11091587516421e-05,288.690795898438,"201004.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201004.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201004.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201004.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201004.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201004.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201004.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201004.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201004.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201004.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201004.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201004.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201004.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201004.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201004.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201004.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201004.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201004.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201004.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201004.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201004.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201004.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201004.nc4"
"Fredericksburg","Fredericksburg city",4.84847114421427e-05,2.76936646059767e-06,1.96244800463319e-05,287.928375244141,"201004.nc4"
"Stafford","Stafford County",4.77027468150482e-05,2.69127358478727e-06,2.15440326428507e-05,287.766021728516,"201004.nc4"
"Alexandria","Alexandria city",1.38613943931887e-05,4.68522375740577e-06,1.87799646482745e-05,287.479621887207,"201004.nc4"
"Loudoun","Loudoun County",1.50015716068689e-05,6.67122738680822e-06,2.08186629606644e-05,287.221028645833,"201004.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201004.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201004.nc4"
"Falls Church","Falls Church city",2.03635750040121e-06,5.9822323237313e-06,1.80159968294902e-05,287.209167480469,"201004.nc4"
"Prince William","Prince William County",2.38169996578108e-05,5.82733412102243e-06,2.32956003856089e-05,287.551536560059,"201004.nc4"
"Spotsylvania","Spotsylvania County",4.87394754600246e-05,3.35902927872667e-06,2.01001839741366e-05,287.978302001953,"201004.nc4"
"Manassas Park","Manassas Park city",3.81387726520188e-05,1.70028613410977e-06,2.02733408514177e-05,287.465087890625,"201004.nc4"
"Fairfax","Fairfax County",1.3280050704149e-05,5.45817146265411e-06,1.97795287325183e-05,287.308804829915,"201004.nc4"
"Fairfax","Fairfax city",2.20074741719145e-06,6.21442632109392e-06,1.92301185961696e-05,287.081344604492,"201004.nc4"
"Manassas","Manassas city",3.81387726520188e-05,1.70028613410977e-06,2.02733408514177e-05,287.465087890625,"201004.nc4"
"Arlington","Arlington County",2.18422587749956e-06,4.93776224175235e-06,1.74933520611376e-05,287.554931640625,"201004.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201004.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201004.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201004.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201004.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201004.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201004.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201004.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201004.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201004.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201004.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201004.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201004.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201004.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201004.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201004.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201004.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201004.nc4"
"Lancaster","Lancaster County",5.31893250202605e-05,2.95922033425692e-06,1.97844601643737e-05,288.018699645996,"201004.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201004.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201004.nc4"
"Southampton","Southampton County",5.30243487446569e-05,5.01276811822512e-06,1.42723699051809e-05,288.660837809245,"201004.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201004.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201004.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201004.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201004.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201004.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201004.nc4"
"Essex","Essex County",4.79663166126037e-05,3.08390333105178e-06,1.7973680639573e-05,288.009094238281,"201004.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201004.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201004.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201004.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201004.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201004.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201004.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201004.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201004.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201004.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201004.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201004.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201004.nc4"
"Middlesex","Middlesex County",5.17625458087423e-05,3.33112330963559e-06,1.80644865395152e-05,288.096588134766,"201004.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201004.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201004.nc4"
"King George","King George County",4.92607350679464e-05,6.16908448591857e-06,2.17768692891696e-05,287.90210723877,"201004.nc4"
"Westmoreland","Westmoreland County",5.21816806819212e-05,4.27692907578603e-06,1.92645012638034e-05,287.888017926897,"201004.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201004.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201004.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201004.nc4"
"Page","Page County",NA,NA,NA,NA,"201004.nc4"
"Northumberland","Northumberland County",5.41078006790485e-05,4.57932774224901e-06,2.41856272623409e-05,287.858068847656,"201004.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201004.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201004.nc4"
"Richmond","Richmond County",5.33457397458343e-05,3.52871861001144e-06,2.1633652847543e-05,287.973179408482,"201004.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201004.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201004.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201004.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201004.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201004.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201004.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201004.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201004.nc4"
"Northampton","Northampton County",5.13092978508212e-05,8.36125116165931e-07,1.13971803633225e-05,287.574300130208,"201004.nc4"
"Accomack","Accomack County",5.21236139651261e-05,1.67110422146586e-06,1.36938243334347e-05,287.097139994303,"201004.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201005.nc4"
"Surry","Surry County",5.78011590732785e-05,5.37460732630279e-06,4.91636924380146e-05,293.161388397217,"201005.nc4"
"Hampton","Hampton city",3.75004594843631e-06,1.28036012938537e-05,3.71182759408839e-05,292.973937988281,"201005.nc4"
"Mathews","Mathews County",5.1457915105857e-05,3.65168307325803e-06,3.06010115309618e-05,292.731842041016,"201005.nc4"
"Gloucester","Gloucester County",5.6215149925265e-05,3.26422474472565e-06,3.34589922204032e-05,292.83130645752,"201005.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201005.nc4"
"Isle of Wight","Isle of Wight County",4.61115890942665e-05,3.33066343106902e-06,3.90597457832584e-05,293.159983317057,"201005.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201005.nc4"
"Newport News","Newport News city",3.22786922879459e-06,1.71265419339761e-05,4.04999300371855e-05,292.999053955078,"201005.nc4"
"James City","James City County",5.82724560445058e-05,3.70467972743427e-06,3.98411330024828e-05,293.10099029541,"201005.nc4"
"Suffolk","Suffolk city",5.62591194466222e-05,3.44582485922729e-06,4.32308770541567e-05,293.133544921875,"201005.nc4"
"Poquoson","Poquoson city",NA,NA,3.75480121874716e-05,292.926666259766,"201005.nc4"
"Norfolk","Norfolk city",NA,NA,0,292.941986083984,"201005.nc4"
"York","York County",5.60210180992726e-05,3.88439107155136e-06,3.87900567147881e-05,292.955181884766,"201005.nc4"
"Williamsburg","Williamsburg city",5.72534663660917e-05,4.11981507871436e-06,4.05405844503548e-05,292.996378580729,"201005.nc4"
"Hanover","Hanover County",5.67090340025191e-05,1.94626815235616e-06,3.08923395745556e-05,292.867976597377,"201005.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201005.nc4"
"King and Queen","King and Queen County",5.58888191335427e-05,1.99125624078533e-06,2.84699858639215e-05,292.782234191895,"201005.nc4"
"Petersburg","Petersburg city",4.36762202298269e-05,6.54731962868027e-06,4.08987780247116e-05,293.188400268555,"201005.nc4"
"Henrico","Henrico County",3.04459364315335e-05,6.38975319589008e-06,3.20840686072188e-05,292.981452941895,"201005.nc4"
"King William","King William County",5.6224416312034e-05,1.7123066129443e-06,2.99908601846255e-05,292.878391265869,"201005.nc4"
"Chesterfield","Chesterfield County",4.32835137189613e-05,4.93633388032322e-06,3.50083828379866e-05,293.146438598633,"201005.nc4"
